,A0,A1,A2,A3,A4,A5,A6,A7,B,C,sample_size,seed,time_delta
2510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.969,0.031,2100,84,0.0006327629089355469
2511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.959,0.041,2200,84,0.0006198883056640625
2512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.919,0.081,2300,84,0.0006659030914306641
2513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.883,0.117,2400,84,0.0006899833679199219
2514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.787,0.213,2500,84,0.0006988048553466797
2515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.832,0.168,2600,84,0.0007569789886474609
2516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.885,0.115,2700,84,0.0007529258728027344
2517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.916,0.084,2800,84,0.0011239051818847656
2518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.906,0.094,2900,84,0.0008368492126464844
2519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.882,0.118,3000,84,0.0008378028869628906
2520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.886,0.114,100,85,5.3882598876953125e-05
2521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.904,0.096,200,85,8.20159912109375e-05
2522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.947,0.053,300,85,0.00013184547424316406
2523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.07,400,85,0.00023412704467773438
2524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.956,0.044,500,85,0.0001862049102783203
2525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.945,0.055,600,85,0.0002739429473876953
2526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.963,0.037,700,85,0.00024199485778808594
2527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.915,0.085,800,85,0.0002760887145996094
2528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.09,900,85,0.00037789344787597656
2529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.895,0.105,1000,85,0.0003108978271484375
2530,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.848,0.152,1100,85,0.00038313865661621094
2531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.811,0.189,1200,85,0.0003628730773925781
2532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.16,1300,85,0.00039076805114746094
2533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.814,0.186,1400,85,0.0004169940948486328
2534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.843,0.157,1500,85,0.0004570484161376953
2535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.921,0.079,1600,85,0.0005340576171875
2536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.939,0.061,1700,85,0.0004928112030029297
2537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.913,0.087,1800,85,0.0005321502685546875
2538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.933,0.067,1900,85,0.0005660057067871094
2539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.909,0.091,2000,85,0.000591278076171875
2540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.825,0.175,2100,85,0.0006318092346191406
2541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.804,0.196,2200,85,0.0007963180541992188
2542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.843,0.157,2300,85,0.0006918907165527344
2543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.07,2400,85,0.0006699562072753906
2544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.924,0.076,2500,85,0.0007739067077636719
2545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.842,0.158,2600,85,0.00074005126953125
2546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.824,0.176,2700,85,0.0008471012115478516
2547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.836,0.164,2800,85,0.0010809898376464844
2548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.789,0.211,2900,85,0.0007991790771484375
2549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.828,0.172,3000,85,0.0008912086486816406
2550,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.976,0.024,100,86,5.364418029785156e-05
2551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.856,0.144,200,86,8.392333984375e-05
2552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.816,0.184,300,86,0.0001232624053955078
2553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.869,0.131,400,86,0.0001761913299560547
2554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.733,0.267,500,86,0.00017380714416503906
2555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.599,0.401,600,86,0.0002720355987548828
2556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747,0.253,700,86,0.0003058910369873047
2557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.767,0.233,800,86,0.00026869773864746094
2558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.809,0.191,900,86,0.0002849102020263672
2559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.835,0.165,1000,86,0.0003299713134765625
2560,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.675,0.325,1100,86,0.00035309791564941406
2561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.612,0.388,1200,86,0.00041484832763671875
2562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.774,0.226,1300,86,0.0003917217254638672
2563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.863,0.137,1400,86,0.00048613548278808594
2564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.937,0.063,1500,86,0.000537872314453125
2565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.973,0.027,1600,86,0.00048279762268066406
2566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.981,0.019,1700,86,0.0005068778991699219
2567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.967,0.033,1800,86,0.0006473064422607422
2568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.959,0.041,1900,86,0.000576019287109375
2569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.949,0.051,2000,86,0.0005650520324707031
2570,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.986,0.014,2100,86,0.0008180141448974609
2571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.986,0.014,2200,86,0.0006201267242431641
2572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.987,0.013,2300,86,0.0007100105285644531
2573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.989,0.011,2400,86,0.0006852149963378906
2574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.984,0.016,2500,86,0.0007607936859130859
2575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.971,0.029,2600,86,0.0009121894836425781
2576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.973,0.027,2700,86,0.0008146762847900391
2577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.974,0.026,2800,86,0.0007719993591308594
2578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.977,0.023,2900,86,0.0007927417755126953
2579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.02,3000,86,0.0010952949523925781
2580,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.948,0.052,100,87,4.887580871582031e-05
2581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.671,0.329,200,87,8.392333984375e-05
2582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.452,0.548,300,87,0.00026488304138183594
2583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.378,0.622,400,87,0.00018095970153808594
2584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.553,0.447,500,87,0.00018095970153808594
2585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.786,0.214,600,87,0.00020575523376464844
2586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.799,0.201,700,87,0.00023031234741210938
2587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.735,0.265,800,87,0.0002989768981933594
2588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.662,0.338,900,87,0.0003399848937988281
2589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.743,0.257,1000,87,0.0003159046173095703
2590,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.636,0.364,1100,87,0.0004119873046875
2591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.708,0.292,1200,87,0.0004527568817138672
2592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.35,1300,87,0.0004050731658935547
2593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.734,0.266,1400,87,0.0004260540008544922
2594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.793,0.207,1500,87,0.0005638599395751953
2595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.846,0.154,1600,87,0.0005719661712646484
2596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.863,0.137,1700,87,0.0005021095275878906
2597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.837,0.163,1800,87,0.0005290508270263672
2598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.812,0.188,1900,87,0.0005810260772705078
2599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,0.19,2000,87,0.0006768703460693359
2600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.783,0.217,2100,87,0.0006711483001708984
2601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.734,0.266,2200,87,0.0008809566497802734
2602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.729,0.271,2300,87,0.0006699562072753906
2603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.691,0.309,2400,87,0.0007119178771972656
2604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.595,0.405,2500,87,0.0008988380432128906
2605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.755,0.245,2600,87,0.0007390975952148438
2606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.787,0.213,2700,87,0.0008339881896972656
2607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.759,0.241,2800,87,0.0009238719940185547
2608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.757,0.243,2900,87,0.0008289813995361328
2609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.24,3000,87,0.0008180141448974609
2610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.998,0.002,100,88,5.602836608886719e-05
2611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.976,0.024,200,88,0.00016021728515625
2612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.984,0.016,300,88,0.00011181831359863281
2613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.997,0.003,400,88,0.00013899803161621094
2614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.01,500,88,0.00018310546875
2615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.977,0.023,600,88,0.0002079010009765625
2616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.943,0.057,700,88,0.0002880096435546875
2617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.997,0.003,800,88,0.00026106834411621094
2618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.01,900,88,0.0002911090850830078
2619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.02,1000,88,0.0003190040588378906
2620,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.941,0.059,1100,88,0.00037789344787597656
2621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.955,0.045,1200,88,0.00039386749267578125
2622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.919,0.081,1300,88,0.00038313865661621094
2623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.974,0.026,1400,88,0.0004220008850097656
2624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.981,0.019,1500,88,0.0006210803985595703
2625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.986,0.014,1600,88,0.0004878044128417969
2626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.988,0.012,1700,88,0.0005025863647460938
2627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.991,0.009,1800,88,0.0005266666412353516
2628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.986,0.014,1900,88,0.0007731914520263672
2629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.975,0.025,2000,88,0.0006678104400634766
2630,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.972,0.028,2100,88,0.0006210803985595703
2631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.946,0.054,2200,88,0.00061798095703125
2632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.954,0.046,2300,88,0.0009469985961914062
2633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.06,2400,88,0.0007319450378417969
2634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.941,0.059,2500,88,0.0007359981536865234
2635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.923,0.077,2600,88,0.0008139610290527344
2636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.1,2700,88,0.0008270740509033203
2637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.833,0.167,2800,88,0.0007741451263427734
2638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.769,0.231,2900,88,0.0008020401000976562
2639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.791,0.209,3000,88,0.0008509159088134766
2640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.998,0.002,100,89,5.030632019042969e-05
2641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,200,89,8.893013000488281e-05
2642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999,0.001,300,89,0.0001461505889892578
2643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,400,89,0.000141143798828125
2644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999,0.001,500,89,0.00017380714416503906
2645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,600,89,0.0002040863037109375
2646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,700,89,0.00022721290588378906
2647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,800,89,0.00027823448181152344
2648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,900,89,0.0002810955047607422
2649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1000,89,0.00032901763916015625
2650,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1100,89,0.00047326087951660156
2651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1200,89,0.0003638267517089844
2652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1300,89,0.00039505958557128906
2653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1400,89,0.00041604042053222656
2654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1500,89,0.00045680999755859375
2655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1600,89,0.0005230903625488281
2656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1700,89,0.0005748271942138672
2657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999,0.001,1800,89,0.0005209445953369141
2658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999,0.001,1900,89,0.0005521774291992188
2659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.997,0.003,2000,89,0.0005791187286376953
2660,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.998,0.002,2100,89,0.0005981922149658203
2661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.994,0.006,2200,89,0.0006189346313476562
2662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.997,0.003,2300,89,0.0007860660552978516
2663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999,0.001,2400,89,0.0006861686706542969
2664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999,0.001,2500,89,0.0007088184356689453
2665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.997,0.003,2600,89,0.0007328987121582031
2666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.998,0.002,2700,89,0.0008766651153564453
2667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.998,0.002,2800,89,0.000942230224609375
2668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.998,0.002,2900,89,0.0008168220520019531
2669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.997,0.003,3000,89,0.0008597373962402344
2670,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.976,0.024,100,90,6.29425048828125e-05
2671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.963,0.037,200,90,9.489059448242188e-05
2672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.946,0.054,300,90,0.00010991096496582031
2673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.886,0.114,400,90,0.0001850128173828125
2674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.845,0.155,500,90,0.00017213821411132812
2675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.895,0.105,600,90,0.0002589225769042969
2676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.876,0.124,700,90,0.0002372264862060547
2677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.799,0.201,800,90,0.0002639293670654297
2678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.841,0.159,900,90,0.0002880096435546875
2679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.776,0.224,1000,90,0.00030517578125
2680,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.664,0.336,1100,90,0.0006060600280761719
2681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.703,0.297,1200,90,0.0003609657287597656
2682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.646,0.354,1300,90,0.00038623809814453125
2683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.528,0.472,1400,90,0.00044798851013183594
2684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.356,0.644,1500,90,0.0004868507385253906
2685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.437,0.563,1600,90,0.00046896934509277344
2686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.517,0.483,1700,90,0.0005769729614257812
2687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.568,0.432,1800,90,0.0005290508270263672
2688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.597,0.403,1900,90,0.0005481243133544922
2689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.622,0.378,2000,90,0.0005900859832763672
2690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.613,0.387,2100,90,0.0007529258728027344
2691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.635,0.365,2200,90,0.0006461143493652344
2692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,0.392,2300,90,0.0006771087646484375
2693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.591,0.409,2400,90,0.0009799003601074219
2694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.604,0.396,2500,90,0.0007150173187255859
2695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.636,0.364,2600,90,0.0007488727569580078
2696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.687,0.313,2700,90,0.0007660388946533203
2697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.626,0.374,2800,90,0.0008051395416259766
2698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.602,0.398,2900,90,0.0008928775787353516
2699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.498,0.502,3000,90,0.0008230209350585938
2700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.502,0.498,100,91,5.3882598876953125e-05
2701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.15,200,91,8.082389831542969e-05
2702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.812,0.188,300,91,0.00011110305786132812
2703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.849,0.151,400,91,0.00025916099548339844
2704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.881,0.119,500,91,0.00018310546875
2705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.12,600,91,0.0002071857452392578
2706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.915,0.085,700,91,0.00023317337036132812
2707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.785,0.215,800,91,0.0002579689025878906
2708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.705,0.295,900,91,0.00028014183044433594
2709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.17,1000,91,0.0003159046173095703
2710,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.1,1100,91,0.0003540515899658203
2711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,0.19,1200,91,0.0003781318664550781
2712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.28,1300,91,0.0004050731658935547
2713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.832,0.168,1400,91,0.0004088878631591797
2714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.783,0.217,1500,91,0.0004658699035644531
2715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.731,0.269,1600,91,0.0004851818084716797
2716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.718,0.282,1700,91,0.0005140304565429688
2717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.667,0.333,1800,91,0.0005669593811035156
2718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.37,1900,91,0.0009140968322753906
2719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.556,0.444,2000,91,0.0005640983581542969
2720,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.559,0.441,2100,91,0.0005941390991210938
2721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.606,0.394,2200,91,0.0008220672607421875
2722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.589,0.411,2300,91,0.0007801055908203125
2723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.572,0.428,2400,91,0.0006728172302246094
2724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.632,0.368,2500,91,0.0009160041809082031
2725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.678,0.322,2600,91,0.0007240772247314453
2726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.752,0.248,2700,91,0.0007488727569580078
2727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.771,0.229,2800,91,0.0008509159088134766
2728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.825,0.175,2900,91,0.0008409023284912109
2729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.882,0.118,3000,91,0.0008168220520019531
2730,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.702,0.297,100,92,4.76837158203125e-05
2731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.694,0.306,200,92,9.417533874511719e-05
2732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.458,0.542,300,92,0.00010967254638671875
2733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.309,0.691,400,92,0.0001728534698486328
2734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.226,0.774,500,92,0.0001838207244873047
2735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.519,0.481,600,92,0.00020623207092285156
2736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.376,0.624,700,92,0.00022792816162109375
2737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.672,0.328,800,92,0.0002510547637939453
2738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928,0.072,900,92,0.00029397010803222656
2739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.895,0.105,1000,92,0.0003173351287841797
2740,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.816,0.184,1100,92,0.0003437995910644531
2741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.802,0.198,1200,92,0.00047397613525390625
2742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.832,0.168,1300,92,0.0003941059112548828
2743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.754,0.246,1400,92,0.00042629241943359375
2744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.663,0.337,1500,92,0.00045609474182128906
2745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.706,0.294,1600,92,0.0005500316619873047
2746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.29,1700,92,0.0005092620849609375
2747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.673,0.327,1800,92,0.0008721351623535156
2748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.652,0.348,1900,92,0.0005478858947753906
2749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.744,0.256,2000,92,0.0005748271942138672
2750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.36,2100,92,0.0006222724914550781
